"Private Bag 0024, Gaborone
Private Bag F193,
Private Bag 32Private Bag 47
Tel: 3671300 Fax: 3952201
Francistown
GhanziMaun
Toll Free: 0800 600 200
Tel: 241 5848  Fax: 241 7540
Tel: 371 5723 Fax: 659 7506Tel: 371 5716 Fax: 686 4327
E-mail: info@statsbots.org.bw Website: http://www.statsbots.org.bw",Statistics Report 2021,Trea Sbtlaeti s1ti.c1sb,"e  pLoertn 2g0t2h1  of Roads (km) Maintained by the
Central Government by Type  (km), 2012-2021",Unnamed: 0,Unnamed: 1,Unnamed: 2,Table 1.1c: Len,"th of Roads (Km) Maintained by Local Authorities by District and Type, 2021",Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Sand/,Interlocking,Vehicle Type,"Table 2.1: Motor Vehicle Accident Trend, 2012 - 2021",Unnamed: 7,Unnamed: 8,Unnamed: 9,Number,Severity of Crash,Table 2.4: Accident S,"verity by Type Road Surface, 2021",Table,".5: Road Traffic Violations by MontTho,t a2l021",Unnamed: 10,Casualty Status,00-05,16.7,14.3,69.0,100,Table 2.7a: Casual,"y Injury by Vehicle Type, 2021","1.1a:  Total Length of Roads in Botswana (km) , 2017 - 2021",Casualty Injury,Casualties,"2012 10,693","5,737","1,506","17,936","5,807","54,613","1,811",-,"62,231","16,500","60,350","3,317","80,167",International Traffic,Domestic Traffic,Passenger,Motor,Tankers/,Vehicles/,Body Type,Mini,2012,"17,527","6,035",404,"401,015  2,066",43.7,84.8,15.0,29.2,10.10,19.6,Time of Occurrence,Unnamed: 11,Male,Female,Table 12: Cause of Accident by,"asualty Class, 2021",Table 13:,"river Casualties by Age, 2021",Francistown,219,432,313,964,929,954,357,"2,240","1,148 1,386",670,"3,204",Maun,"2,145","1,444","3,589","1,578","42,542",-.1,-.2,"44,120","3,723","43,986",-.3,"47,709",2012 964,"3,959","3,940","7,899","19,913","19,369","39,282","47,181","34,010","34,425","68,435","81,631","79,743","161,374","21,827","1,856",189,"23,872","21,415","1,675","23,309","43,242","3,531",408,Unnamed: 12,Unnamed: 13,Unnamed: 14,Sched,Imports,Exports,Total,Passengers,2013,2014,2015,2016,2017,2018,2019,2020,2021,Francistown District:,Maun District:,Serowe District:,Gantsi District:
,,,,Arrivals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,598",,,,,"41,188",,,,,,,,,,,,"41,614","38,470","41,929","80,399","77,812","72,916","150,728",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,600",,,,,"34,818",,,,,,,,,,,,"37,486","38,756","43,889","82,645","85,761","78,928","164,689",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,015",,,,,"45,684",,,,,,,,,,,,"36,698","42,497","49,624","92,121","93,639","85,654","179,293",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Depart’s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,907",,,,,,,,,,,,,,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,595",,,,,"44,835",,,,,,,,,,,,"34,618","41,223","50,222","91,445","97,342","89,469","201,718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,860",,,,,,,,,,,,,,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745,,,,,"11,868",,,,,,,,,,,,"10,153","5,749","6,838","12,587","26,537","25,441","54,838",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,070",,,,,,,,,,,,,,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,949",,,,,"21,374",,,,,,,,,,,,"19,195","15,422","15,462","30,884","40,582","40,809","85,461",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Selebi,,,265,,,,,233,,,,,,,,,,,,"406,976",318,299,617,383,484,867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phikwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379,,,,,206,,,,,,,,,,,,"401,100",542,528,"1,070",292,339,631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,,,,,222,,,,,,,,,,,,"384,376",433,452,885,377,427,804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,,,,,222,,,,,,,,,,,,"382,280",188,162,350,308,354,662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Movements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,78,,,,,,,,,,,,"402,865",43,35,78,116,127,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,103,,,,,,,,,,,,"424,640",26,28,54,124,132,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,127,,,,,,,,,,,,"444,473",14,14,28,92,96,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,84,,,,,,,,,,,,"470,972",23,16,39,78,95,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,56,,,,,,,,,,,,"117,227",24,24,48,41,81,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,36,,,,,,,,,,,,"146,162",4,4,8,59,58,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Depart’s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grand Total,,,"17,936",,,,,"62,231",,,,,,,,,,,,422,"195,901","202,656","398,557","182,649","179,306","361,955",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,824",,,,,"67,539",,,,,,,,,,,,649,"199,999","206,439","406,438","190,233","186,984","377,217",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,219",,,,,"64,066",,,,,,,,,,,,488,"203,707","209,718","413,425","172,306","169,990","342,296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Scenic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,267",,,,,"55,205",,,,,,,,,,,,464,"203,030","209,675","412,705","154,524","153,677","308,201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,473",,,,,"57,637",,,,,,,,,,,,426,"215,701","223,402","439,103","164,095","160,948","325,043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,515",,,,,"51,201",,,,,,,,,,,,214,"231,323","242,553","473,876","168,043","165,040","333,083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,763",,,,,"62,930",,,,,,,,,,,,68,"244,899","256,098","500,997","180,831","178,119","358,950",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,035",,,,,,,,,,,,,,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,989",,,,,"59,836",,,,,,,,,,,,245,"256,544","270,539","527,083","185,430","185,229","385,694",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Internationa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,934",,,,,,,,,,,,,,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,035",,,,,"16,248",,,,,,,,,,,,205,"53,291","51,057","104,348","53,711","52,688","109,333",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Passengers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,082",,,,,,,,,,,,,,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,816",,,,,"28,062",,,,,,,,,,,,149,"73,505","76,275","149,780","81,031","80,668","165,781",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44,716",,,,,,,"21,470","1,011",94,"22,575","21,076",963,"22,141","42,546","1,974",196,,,,,,,,,,,,,,,,,,,,,
,,,,Sched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2014.0,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41,607",,,,,,,"19,742","1,216",98,"21,056","19,291","1,206","20,551","39,033","2,422",152,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,,,,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39,210",,,,,,,"18,533",947,190,"19,670","18,280","1,093","19,540","36,813","2,040",357,,,,,,,,,,,,,,,,,,,,,
,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2016.0,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41,614",,,,,,,"20,030",852,106,"20,988","19,775",761,"20,626","39,805","1,613",196,,,,,,,,,,,,,,,,,,,,,
,,,,Sched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2017.0,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,486",,,,,,,"17,923",755,72,"18,750","17,969",692,"18,736","35,892","1,447",147,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2018.0,,,,,,,,,,,,,,,,,,,,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36,698",,,,,,,"17,418","1,007",165,"18,590","17,039",896,"18,108","34,457","1,903",338,,,,,,,,,,,,,,,,,,,,,
,,,,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2019.0,,,,,,,,,,,,,,,,,,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34,618",,,,,,,"16,623",966,137,"17,726","15,810",948,"16,892","32,433","1,914",271,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2020.0,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,153",,,,,,,"4,864",430,36,"5,330","4,445",325,"4,823","9,309",755,89,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2021.0,,,,,,,,,,,,,,,,,,,,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,195",,,,,,,"8,958",561,124,"9,643","8,849",565,"9,552","17,807","1,126",262,,,,,,,,,,,,,,,,,,,,,
,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2012.0,,,,,,,,,,,,,,,,,,,SSKIA,"1,731",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"406,976",,,,,,,"192,103","6,752","1,737","200,592","198,165","6,488","206,384","390,268","13,240","3,468",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,"2,077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"401,100",,,,,,,"189,855","6,921","2,264","199,040","193,614","6,369","202,060","383,469","13,290","4,341",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2014.0,,,,,,,,,,,,,,,,,,,,"3,378",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"384,376",,,,,,,"182,584","5,134","3,519","191,237","184,891","4,870","193,139","367,475","10,004","6,897",,,,,,,,,,,,,,,,,,,,,
,,,,Sched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,,,,"3,577",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"382,280",,,,,,,"180,369","5,161","3,823","189,353","184,374","4,976","192,927","364,743","10,137","7,400",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2016.0,,,,,,,,,,,,,,,,,,,,"2,563",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"402,865",,,,,,,"191,742","6,077","2,659","200,478","193,876","5,948","202,387","385,618","12,025","5,222",,,,,,,,,,,,,,,,,,,,,
,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2017.0,,,,,,,,,,,,,,,,,,,,"3,724",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"424,640",,,,,,,"203,828","3,484","3,917","211,229","206,276","3,411","213,411","410,104","6,895","7,641",,,,,,,,,,,,,,,,,,,,,
,,,,Sched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2018.0,,,,,,,,,,,,,,,,,,,,"3,857",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"444,473",,,,,,,"214,037","3,617","4,366","222,020","215,059","3,537","222,453","429,096","7,154","8,223",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2019.0,,,,,,,,,,,,,,,,,,,,"3,345",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"470,972",,,,,,,"227,273","3,149","3,731","234,153","230,579","2,895","236,819","457,852","6,044","7,076",,,,,,,,,,,,,,,,,,,,,
,,,,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2020.0,,,,,,,,,,,,,,,,,,,,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"117,227",,,,,,,"57,094","2,666",915,"60,675","52,916","2,756","56,552","110,010","5,422","1,795",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2021.0,,,,,,,,,,,,,,,,,,,,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146,162",,,,,,,"69,231","2,600",697,"72,528","70,579","2,320","73,634","139,810","4,920","1,432",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2012.0,,,,,,,,,,,,,,,,,,,Gantsi,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422,,,,,,,-,137,58,195,-,172,227,-,309,113,,,,,,,,,,,,,,,,,,,,,
,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649,,,,,,,-,96,85,181,-,259,468,-,355,294,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2014.0,,,,,,,,,,,,,,,,,,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488,,,,,,,-,120,104,224,-,137,264,-,257,231,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464,,,,,,,-,120,100,220,-,132,244,-,252,212,,,,,,,,,,,,,,,,,,,,,
,,,,Sched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2016.0,,,,,,,,,,,,,,,,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426,,,,,,,-,76,146,222,-,92,204,-,168,258,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2017.0,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,,,,,,,-,22,83,105,-,32,109,-,54,160,,,,,,,,,,,,,,,,,,,,,
,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Sched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2018.0,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,-,1,31,32,-,3,36,-,4,64,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2019.0,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,,,,,,,-,47,54,101,-,83,144,-,130,115,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2020.0,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,,,,,,,-,47,42,89,-,74,116,-,121,84,,,,,,,,,,,,,,,,,,,,,
,,,,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2021.0,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,,,,,,,-,39,39,78,-,43,71,-,82,67,,,,,,,,,,,,,,,,,,,,,
,,,,Scenic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2012.0,,,,,,,,,,,,,,,,,,,Kasane,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74,640",,,,,,,"14,853","22,505",191,"37,549","14,410","22,470","37,091","29,263","44,975",402,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"97,150",,,,,,,"19,986","27,385",363,"47,734","21,263","27,778","49,416","41,249","55,163",738,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2014.0,,,,,,,,,,,,,,,,,,,,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92,665",,,,,,,"20,803","23,952",288,"45,043","22,059","25,161","47,622","42,862","49,113",690,,,,,,,,,,,,,,,,,,,,,
,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"80,981",,,,,,,"19,540","19,071",321,"38,932","20,799","20,895","42,049","40,339","39,966",676,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2016.0,,,,,,,,,,,,,,,,,,,,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"87,793",,,,,,,"21,926","19,502",239,"41,667","23,996","21,865","46,126","45,922","41,367",504,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2017.0,,,,,,,,,,,,,,,,,,,,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"96,975",,,,,,,"22,126","22,081",408,"44,615","25,326","26,568","52,360","47,452","48,649",874,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,2018.0,,,,,,,,,,,,,,,,,,,,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"107,078",,,,,,,"23,676","24,735",435,"48,846","26,862","30,844","58,232","50,538","55,579",961,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,,,,,2019.0,,,,,,,,,,,,,,,,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"113,567",,,,,,,"27,278","23,992",58,"51,328","29,284","32,709","62,111","56,562","56,701",176,,,,,,,,,,,,,,,,,,,,,
